id_station_itinerance,consolidated_longitude,consolidated_latitude,nbre_pdc,puissance_nominale
FRFR1PHZPNJOORZL,6.11471684,49.11512365,2,22000
FRFR1PMVI0NG2BIC,6.12215775,49.10941874,2,22000
FRFR1PQZFN3KUU9F,6.113817,49.113535,2,22000
FRFR1PD7MMXLNJZN,-1.625849,47.562551,2,22000
FRFR1PRETLG65TD9,7.12032366,48.67408039,2,22000
FRFR1PWAHN3XCBEO,7.72547177,48.66115458,2,11000
FRFR1PMGREFT,4.09795,46.0745,1,11000
FRFR1PREGTQN,7.23131,47.8882,2,22000
FRFR1PO3UK5WP8FZ,1.32809978,47.58592667,2,11000
FRFR1PPZKKDSGJXT,7.722233,48.611211,4,22000
FRFR1PDEGS0UBYCI,-0.416289,46.330147,4,50000
FRFR1PDN0FDTWVO7,2.891665,42.740108,2,22000
FRFR1PN0WQCZ7HFA,1.33735242,47.59067717,2,11000
FRFR1PKFCMGC,7.23984,47.9611,2,22000
FRFR1PP51P4TWAKQ,1.33434301,47.58522112,2,11000
FRFR1PRFHEYE,2.6647,45.2798,2,22000
FRFR1PK5OWM91ZVL,1.17950063,49.39504655,20,22000
FRFR1PGXZPR6RW7D,7.58512547,49.05670757,2,22000
FRFR1PBPU0QLAYHU,-1.62082928,49.47632985,2,120000
FRFR1PZBM4NFEKPJ,1.13365823,49.41753476,7,22000
FRFR1PS4WKO92WF7,-2.82799104,48.61325703,6,7000
FRFR1PFATVBU,7.75301,48.8249,4,22000
FRFR1PFCF3ZP09ZM,4.83675553,43.83706131,3,22000
FRFR1PFXARSCAO92,4.84818957,45.71411313,3,90000
FRFR1PN1TAYO5AC4,5.54762,46.6752,2,22000
FRFR1PYKHCDWYRQK,5.72717042,46.69645546,2,22000
FRFR1PQZTHJZ,2.65466,48.8443,2,22000
FRFR1POGOEOW5UKX,0.59244163,43.06237424,2,22000
FRFR1PTFJKXAUZJE,7.074826,49.114495,2,22000
FRFR1PSPEEDYREUSUZ,55.6346,-20.9288,2,11000
FRFR1PMJNXCMKMNM,3.90284255,50.42002379,3,22000
FRFR1PPMNDERSS7U,1.08563248,49.91905333,6,120000
FRFR1PAYWC7E3K5E,3.03399435,42.78322046,2,22000
FRFR1PFMWS019EB5,7.04137,49.0929,2,22000
FRFR1PLSDAFX,6.92897,49.0529,2,22000
FRFR1PRFSKEP,6.71039,49.1282,3,22000
FRFR1PZWRJVV,6.96797,48.2822,2,22000
FRFR1PZSYZPW,6.95026,48.2851,2,22000
FRFR1PWFAJKQ,6.94854,48.288,3,50000
FRFR1PDIESENCHAMPS,6.67412,49.1776,2,22000
FRFR1PYKTKBS,6.70929,49.1065,3,30000
FRFR1PYKTKBS,6.70933,49.1065,3,3000
FRFR1PAMXCWSBMV3,7.460502,47.648974,2,22000
FRFR1PPORCELAVOLD,6.65478,49.1559,2,22000
FRFR1PFOLSCHVILLER,6.68403,49.0758,2,22000
FRFR1PVALMONTGARE,6.72042,49.0861,4,22000
FRFR1PVSAKX7WKLW,6.704073,49.129777,4,50000
FRFR1PSYMTCVEZGS,6.61108,48.0207,2,22000
FRFR1PCRWPFJ,3.95608,45.0524,1,11000
FRFR1PO957ZEQDER,7.585879,47.591719,2,22000
FRFR1PTBLCLSJ4PF,7.521945,47.575432,2,22000
FRFR1PWKJ7SGGVME,7.509913,47.559339,2,22000
FRFR1PYOTUP5OVAQ,7.527033,47.561586,2,22000
FRFR1PKVTKW80MWI,7.561453,47.590898,2,22000
FRFR1PUQMWXP1LTB,7.582926,47.591991,2,22000
FRFR1PKCFNXIKPD8,7.49739994,47.66957673,2,22000
FRFR1PL0ZK51ZAHC,7.56071,47.586884,2,22000
FRFR1PKGQUEN557E,7.556566,47.591037,2,22000
FRFR1PKCM19NLBYJ,7.5338922,47.637421,2,22000
FRFR1PMJ3GBZ3PFX,7.565505,47.586385,2,22000
FRFR1PKCFNXIKPD8,7.49751204,47.66949847,2,22000
FRFR1PEMXWMFSZZT,5.28325956,45.07409411,1,11000
FRFR1PCY1SUZNSHO,-0.09035865,45.03417647,2,22000
FRFR1PLHOPITALGARE,6.73917,49.1605,2,22000
FRFR1PJYBDYJJ4TC,2.73772034,46.28927651,2,22000
FRFR1PRVMJHXNFB2,4.73788205,49.73989803,1,50000
FRFR1PGZB3NTGYRT,4.7033,49.740756,4,50000
FRFR1PHKY1VPJFZJ,4.74285255,46.32865994,4,22000
FRFR1PSJGU8UPEDR,1.33561998,43.48068237,3,22000
FRFR1PHGSHBA4KAI,3.52538,50.3577,7,7000
FRFR1PEGRXO7GJVB,5.146115,48.086151,2,22000
FRFR1PX5FEEIN90B,0.60705932,43.65212834,2,22000
FRFR1PCARLINGFRON,6.71804,49.1669,2,22000
FRFR1PMYVULR,6.68992,49.1435,4,50000
FRFR1PV38WQLOKLK,6.75110754,49.0355117,4,22000
FRFR1PKVY9BPSSNH,6.65961,48.9365,2,22000
FRFR1PVALMONTMAIRIE,6.69759,49.0829,2,22000
FRFR1PAAWFK13ZEK,7.583157,47.589907,2,22000
FRFR1PVVUDTV,7.02753,48.9976,2,22000
FRFR1PXLNZYE,7.10259,48.7109,2,22000
FRFR1PSARRBCINESTAR,7.06064,48.7339,2,22000
FRFR1PSNGFSA,7.0921,48.6382,2,22000
FRFR1PUHPYPQ,7.05105,48.7373,2,22000
FRFR1PXMSBUV,6.96478,48.6927,2,22000
FRFR1PSQMVNC,7.12927,48.6767,2,22000
FRFR1PLSZFYN,7.00442,48.6655,2,22000
FRFR1PDNGMRSFWLE,7.588663,47.601045,2,22000
FRFR1PTVZBFA,7.15556,48.6916,2,22000
FRFR1PMJLMPN,6.95799,48.7563,2,22000
FRFR1PRULGFH,7.04263,48.7223,2,22000
FRFR1PCHPBCT,7.11605,48.6709,2,22000
FRFR1PSARREPIDE,7.05582,48.7341,4,22000
FRFR1PSARRBCORD,7.05345,48.7357,2,22000
FRFR1PXBWVSQ,6.80403,48.6874,2,22000
FRFR1PHJTHIBWDZK,7.07152,49.1048,2,22000
FRFR1PHXH8KMZAIL,7.08275,49.1181,2,22000
FRFR1PWLYDJRRTX4,7.09606,49.1007,2,22000
FRFR1PSARRBCOVOIT,7.04749,48.719,2,22000
FRFR1PREDINGGARE,7.09613,48.743,2,22000
FRFR1PFENETRPARK,7.01936,48.8498,2,22000
FRFR1PCJUUZX,6.94496,48.2156,2,22000
FRFR1PJWK3GA2LBR,7.5540214,47.590753,9,7000
FRFR1PVW40LGQ14C,7.487105,47.634955,2,22000
FRFR1PENPRTC,6.94185,48.2166,2,7000
FRFR1PKEZTK8O7PQ,9.20069,42.477,2,22000
FRFR1PSFNDWUV1R9,9.31865954,42.50669575,2,22000
FRFR1PBCNPMZIP3X,9.453555,42.719918,1,3000
FRFR1PKJAUUA,7.73546,48.5968,2,11000
FRFR1PRACFXH,6.27727,48.6192,8,22000
FRFR1PTXSQQA,1.65143,46.7855,4,50000
FRS56PEUEZBT,-2.89455,47.5421,2,18000
FRFR1PDXLUDBXRWZ,6.17951425,44.0698271,4,22000
FRFR1PUWGNCGZ3CU,4.978897,43.499238,6,22000
FRFR1PPNLOUT8QPN,5.91177051,44.23420742,4,22000
FRFR1PYQSAIA8LGL,5.501223,43.508707,6,60000
FRFR1PM0WKFN857U,5.040006,43.544922,2,22000
FRFR1PD0AIJIWGHD,-1.15518,44.6395,4,22000
FRFR1PEHNKRRPQNR,1.523894,44.147449,6,22000
FRFR1PD8WHXLJJOC,4.63247,43.666494,2,22000
FRFR1PCQUDPLPZYE,5.075671,43.637548,8,22000
FRFR1PENUDY0G4GZ,5.423452,43.281753,6,22000
FRFR1PF4APLQXSCJ,6.5948279,44.8652091,2,22000
FRFR1PENUDY0G4GZ,5.423285,43.281584,6,22000
FRFR1PD0AIJIWGHD,-0.672947,44.859769,4,22000
FRFR1PJOZZJYCYP2,-0.06582016,44.58409469,6,22000
FRFR1PIFBAAFS12E,-0.614337,43.179896,4,60000
FRFR1PVAM8YTTW3I,-0.260843,44.543644,4,60000
FRFR1PHIWEK3M0VO,-1.159982,44.408677,4,22000
FRFR1PEUYZVQKVQM,-0.930379,45.297541,2,22000
FRFR1PCQUDPLPZYE,5.25035905,43.41160261,8,22000
FRFR1PEHNKRRPQNR,4.636316,44.26687,6,22000
FRFR1PHG5FYWH87Q,6.444641,43.5461,4,60000
FRFR1PGUEO9FTWBS,-1.613876,47.249316,2,22000
FRFR1PYQSAIA8LGL,-0.037544,49.019432,6,22000
FRFR1PJ0FQWYCSH1,5.651096,43.369226,4,60000
FRFR1POUMYEQHJ9H,5.608514,43.465799,6,60000
FRFR1PEHNKRRPQNR,0.66337,43.85402,6,60000
FRFR1PWSU3P63RFD,4.643251,43.699562,2,22000
FRFR1PEHNKRRPQNR,1.391725,43.566937,6,60000
FRFR1PEHNKRRPQNR,6.101268,44.568995,6,22000
FRFR1PCQX0OZTVMC,-2.28237,47.258777,8,22000
FRFR1PD0AIJIWGHD,6.177948,44.069971,4,60000
FRFR1PLBNGT0AA3J,-2.156162,47.241382,2,22000
FRFR1PS3GKYMRA2S,-1.576197,47.253201,6,22000
FRFR1PHOYWIHBH4H,-1.023455,46.874699,2,22000
FRFR1PVHJJAQQP0F,-2.208344,47.290441,2,22000
FRFR1PC2QSB9HMEI,-1.616289,47.211421,4,22000
FRFR1PR9HLO5VJ24,-1.638397,47.047134,2,22000
FRFR1PCJXNDZ3C6G,5.020872,43.822381,4,60000
FRFR1PHG5FYWH87Q,5.145495,43.393291,4,22000
FRFR1PHG5FYWH87Q,6.745142,43.430917,4,60000
FRFR1PD0AIJIWGHD,6.082335,43.243236,4,60000
FRFR1PYQSAIA8LGL,0.271728,49.145336,6,22000
FRFR1PPEPRHZRXHR,-1.030542,43.706265,8,22000
FRFR1PH1G0Y8XBHP,-0.61739,43.380502,2,22000
FRFR1PGLKCIGUZI3,0.490373,49.552746,2,22000
FRFR1PEJZJUBZFLK,0.195538,49.514156,4,60000
FRFR1PDOA8Z0U9HK,1.466798,49.102423,2,22000
FRFR1PGUEU1HXRBR,-0.258243,49.268501,2,22000
FRFR1PQH9GDMQHDW,1.762991,49.277528,2,22000
FRFR1PVEIRKL3RZY,1.026052,49.447102,2,22000
FRFR1PGAMYH2FMZ8,1.459084,49.725726,8,60000
FRFR1PX64IY5FMOZ,1.21906119,49.32456957,8,22000
FRFR1PNBJSJRKPJU,-0.349287,49.204594,2,22000
FRFR1PGNBOQTB4BQ,-0.686181,49.274354,2,22000
FRFR1PWWZYVJR2EY,2.380155,48.819619,4,22000
FRFR1PXXUO83VFOR,0.816783,49.360601,6,22000
FRFR1PROEAPZIDRE,-0.30143,49.191088,4,60000
FRFR1PONA0XBPPJ2,1.04633,49.420005,2,60000
FRFR1PQ7XGGIMDLB,1.075601,49.893281,2,60000
FRFR1PB1BL8CUZZ7,-0.454619,49.32114,8,60000
FRFR1PYW4IPUA9XA,1.043088,49.289419,2,60000
FRFR1PXBENFNB95Y,2.230169,48.921073,4,22000
FRFR1PJWITZF0EBJ,4.836964,43.888027,2,22000
FRFR1PN6BRENDZBL,-1.693424,43.384863,2,22000
FRFR1PKSIC9LD3KI,0.967053,44.490287,2,22000
FRFR1PHVQK2HM8GQ,-0.531168,44.722705,2,22000
FRFR1PPR1JKSCDLC,2.291748,48.805764,2,22000
FRFR1PRR1S5D1QIL,-0.647891,45.129907,4,60000
FRFR1PVDWVJJKQMV,-0.22755,44.439026,6,60000
FRFR1PJWITZF0EBJ,1.360146,43.534457,2,22000
FRFR1PCCNQFPQQIB,5.40035862,45.80450072,4,60000
FRFR1PXRB9PAWM7D,4.695287,45.256171,4,22000
FRFR1PXDPR5VCA2O,4.80628112,45.57668842,2,60000
FRFR1PHGSOGXCO0T,5.198164,45.75177,4,22000
FRFR1PS1EZVRWU5Q,4.820695,45.279697,2,60000
FRFR1PZ8E4GHPDN1,4.9354842,45.7838021,4,22000
FRFR1PVOSJB7Z6S8,4.225677,45.726768,8,22000
FRFR1PADAKWI9JTZ,4.77259809,45.60602154,2,60000
FRFR1PJNCVUHJ9T2,5.43081,45.567702,2,60000
FRFR1PAX86CBKORF,5.233955,45.599607,2,22000
FRFR1PKU14SZGVCB,5.050249,45.797355,6,60000
FRFR1PDQAOP9IPRJ,4.520037,45.478882,2,22000
FRFR1PXHKFRPJTZC,4.217572,45.523377,2,60000
FRFR1PFI90Y2MKQN,5.482969,45.672175,2,60000
FRFR1PK7EHUWAXLO,4.863168,45.725857,2,22000
FRFR1PTNSYPNWAHQ,4.068128,45.609138,2,22000
FRFR1PXDVKEHAKEK,3.185979,50.673208,2,22000
FRFR1PHV5VAKB6YB,2.887186,50.681882,2,60000
FRFR1PX3JXPCEBZD,3.101726,50.388448,4,60000
FRFR1PVT5FXZFPHK,2.897218,50.492087,2,22000
FRFR1PAWPJ7Z2ZCT,2.928759,50.565816,2,22000
FRFR1PJ5RJLBUY0V,2.432851,50.962903,4,22000
FRFR1PVNYVFQYTMF,3.122936,50.3543,2,22000
FRFR1PSEW3HAH8GK,3.034864,50.558964,6,22000
FRFR1PBJUX8ADWL0,3.180632,50.721213,2,22000
FRFR1PCLC4PORYME,3.103388,50.634139,4,22000
FRFR1PS4FAVFBZN7,3.120226,50.518645,2,22000
FRFR1PT8CJCVP99U,4.428335,45.894845,2,60000
FRFR1PFU2H3DXVPO,4.292144,45.395554,2,22000
FRFR1PDXHSAGJEDX,4.383538,45.406979,2,22000
FRFR1PV4H4VQXES1,3.135558,50.678284,4,22000
FRFR1PTRMCDNJZKC,2.966301,50.479399,6,22000
FRFR1PCIWXAZ1UQT,2.434086,51.022555,4,60000
FRFR1PYONT6QVIXV,2.984502,50.750566,2,60000
FRFR1PYTJ4Y9PL7Q,4.378426,45.443624,2,60000
FRFR1PDNQBLW1SZU,-1.429139,46.698169,2,22000
FRFR1PZBAEAPMZYM,-1.590353,46.733522,6,22000
FRFR1PHTOS6OHD33,-1.776248,46.513867,4,22000
FRFR1PZDYRGJQNWY,-1.435022,46.647014,2,22000
FRFR1PMWZHDVEEYF,-0.848355,46.777557,4,60000
FRFR1PMIGOKDUUYZ,-1.591795,47.197913,4,22000
FRFR1PEAGJ5CQBFK,2.377159,48.920913,4,60000
FRFR1PZREBJTTI3B,-0.502432,47.445137,4,60000
FRFR1PZRCZZOSUOR,-1.827943,46.602341,2,22000
FRFR1POL2TN2UB3M,-0.749697,46.642619,6,22000
FRFR1PJ01CFCFFW4,2.561378,48.957485,2,22000
FRFR1PBNEXS6CBJB,2.333673,49.313813,2,22000
FRFR1PUDEDECYP5I,3.0952,49.250414,2,22000
FRFR1PPT85VGEYSD,2.530189,48.873413,2,22000
FRFR1PQ0HJQPVBCX,2.485371,48.884429,2,22000
FRFR1PC9NIVDRMEM,2.429302,49.511588,2,22000
FRFR1PTCRKEQNZSQ,2.364373,48.966502,4,60000
FRFR1PBXEZOXEAUK,2.513621,48.911787,2,60000
FRFR1PVPDD4Y5RGE,2.873402,49.482105,2,22000
FRFR1PFINPWCYSPC,2.528626,49.098951,2,22000
FRFR1PA1YA9QASHE,-0.527709,47.396284,4,22000
FRFR1POKOJZHOQ8P,2.467895,48.870591,2,22000
FRFR1PAZAJKTPA3O,-1.527865,47.242816,2,22000
FRFR1PKR55NWQBNB,2.470505,49.270355,2,22000
FRFR1PBK88LLSEWT,2.402902,48.96203,2,22000
FRFR1PXLSGZFNVR4,2.596578,49.307699,2,22000
FRFR1PO2LQBPQQEQ,2.469992,49.24107,2,22000
FRFR1PO63JQJDR8C,1.40803976,43.53225485,6,22000
FRFR1PG9HJCYXGHU,6.47446,43.447557,2,22000
FRFR1PLNDZLAR6YW,1.63414781,43.44967101,16,22000
FRFR1PNAKNVVLSO2,1.422408,44.462725,2,22000
FRFR1PDZVOZRKVZZ,3.513644,43.651538,4,22000
FRFR1PCDTNHJUEFI,2.126169,43.91904,6,22000
FRFR1PGUBPYPEXXR,0.09272681,43.23713691,4,22000
FRFR1PFPQ7GME7Z0,0.889391,44.115796,2,22000
FRFR1PCS0OM4XXSH,2.181913,43.93787,2,22000
FRFR1PMWSUJPSJ4J,0.74012718,43.11227984,10,60000
FRFR1PNUV6BP2564,1.486181,43.572015,2,22000
FRFR1PDZVOZRKVZZ,1.95471108,43.30053645,4,22000
FRFR1PJ2SCKYQNB6,2.002533,44.361178,2,22000
FRFR1PMVRJMTFXFY,1.823199,50.944437,2,22000
FRFR1PSAKZY4U1S4,1.88672073,50.86272062,8,22000
FRFR1PDFKNF0DTEA,2.251303,50.73239,2,60000
FRFR1PDTPSA3S6UB,1.666973,50.264485,2,22000
FRFR1PRJZA6CVZ1N,2.886343,50.397656,2,22000
FRFR1PGNLNHDG2H5,1.582539,50.710478,2,22000
FRFR1PXA55ET3COQ,2.794415,50.447739,4,60000
FRFR1PZZZQYISOQJ,2.54619,50.738085,6,22000
FRFR1PFNABZHD5V0,1.608554,50.413489,2,60000
FRFR1PAGEDFVTZGT,1.869468,50.93974,2,22000
FRFR1PTICAR3Q0OM,2.829201,50.411893,6,60000
FRFR1PMAA0KFVGAT,1.32888754,43.65171543,2,60000
FRFR1PDZVOZRKVZZ,3.03493,43.325232,4,22000
FRFR1PNZVMFPZB3C,2.290524,50.273914,2,22000
FRFR1PSWR9LBHFPD,2.973966,50.417064,2,22000
FRFR1PDLLHDQOSYL,1.919431,50.947109,2,22000
FRFR1POY7FJUI52C,4.737055,43.958105,4,22000
FRFR1PHIH0CXVKI5,5.025398,44.044928,8,22000
FRFR1PXJBSIKGSXW,5.050538,44.036981,4,60000
FRFR1PQPPLMY3GJN,4.297742,43.783531,4,22000
FRFR1PXL9FKMEJII,4.078401,43.559483,2,22000
FRFR1PEHGQLKGHD4,-4.532413,48.386104,4,22000
FRFR1PMARTXJJ3YQ,-3.530413,47.862077,2,22000
FRFR1PDQRMAPXUEW,4.255872,43.924071,4,60000
FRFR1PAARDMXKVYP,5.144633,48.091598,6,22000
FRFR1PS9KXYQDV6O,4.719917,48.22823,4,22000
FRFR1PP8G873ZCEV,6.595323,44.863744,4,22000
FRFR1POY7FJUI52C,1.328399,43.652245,4,60000
FRFR1PHIH0CXVKI5,5.025788,44.045126,8,22000
FRFR1POE42C1VKEN,4.982226,44.080468,2,22000
FRFR1PA818R6G62Y,-3.625437,48.66224,4,60000
FRFR1PTJDUQOWLBU,-3.324557,47.726101,2,22000
FRFR1PQFZHBEZJDZ,-4.237425,47.871485,2,22000
FRFR1PZ9THPO26DL,-4.056725,48.211137,2,60000
FRFR1PR13OWRMEIG,-4.555006,48.026902,2,22000
FRFR1PJPZIUHAPOR,-2.805107,48.513507,4,60000
FRFR1PJKC4QHAXRL,-4.350408,48.384312,2,22000
FRFR1PRMKFDTC3M4,-2.764105,48.192361,2,22000
FRFR1PP54MDIWUGK,-2.837897,48.642373,2,22000
FRFR1PMWSUJPSJ4J,5.2535804,47.11048942,10,60000
FRFR1PDW28ZLLDTL,-3.56233,48.284034,2,22000
FRFR1PCXWQCAZPW9,-3.244457,48.777484,2,22000
FRFR1PVAQY64MMFC,-4.287279,47.819499,4,22000
FRFR1PBFNM5FW7HS,-3.9879523,48.6675565,4,22000
FRFR1PSORRN2XLAU,-4.475283,48.415155,2,60000
FRFR1PXM03BDK6QH,2.785367,50.427276,4,22000
FRFR1PI9DZEK2CZD,3.25706307,45.55116915,6,22000
FRFR1PNN6JD7ESLV,3.5518,47.849439,8,22000
FRFR1PXCLLB815FO,5.57233178,46.66965999,4,60000
FRFR1PQHY100AFB8,4.867849,46.772646,4,22000
FRFR1PXBBL8M94QY,3.346252,46.535982,6,22000
FRFR1PHMFZKUWKMH,3.39190104,46.1562878,6,22000
FRFR1PIMWA3KE6RA,5.022531,47.299516,4,22000
FRFR1PTJYKIGXR01,4.356622,46.688777,2,22000
FRFR1PLARNQAMRTO,3.897376,47.496642,10,22000
FRFR1PD4G0UBMWRI,3.93667563,47.05579643,4,60000
FRFR1PTBJUNGUIF2,3.37441847,45.31480139,6,60000
FRFR1PX5M7HY9MD8,3.53083577,45.84793054,6,60000
FRFR1PLRNQPLHRUT,5.465253,46.748588,6,60000
FRFR1PZ0ZTIMPUMX,4.311111,46.961708,4,60000
FRFR1PV6CBXZ1GZG,4.905458,46.570362,4,60000
FRFR1PUZJ5NXUIFE,3.181014,45.776602,8,22000
FRFR1PJX8VMEP6YD,2.633816,50.522042,2,22000
FRFR1PFGRJCVUZUU,1.168065,49.225746,2,22000
FRFR1PYQAITMMPFQ,0.767644,49.608509,2,22000
FRFR1PCRWEV6UXA7,0.960804,49.53637,2,22000
FRFR1PQTLD2C8626,0.661241,48.762564,2,60000
FRFR1PKKNI3GGRZS,-0.110228,49.285481,4,22000
FRFR1PCYDF068DSJ,2.761524,42.650004,2,22000
FRFR1PK7CVN4VCEE,3.18590507,45.7293155,4,22000
FRFR1PCYDF068DSJ,3.014834,42.774725,2,22000
FRFR1PAI1UC0OYPF,4.085731,46.053815,4,22000
FRFR1PV6CBXZ1GZG,0.700513,47.326191,4,22000
FRFR1PA6P6NQCN8U,4.79534207,46.26800784,4,22000
FRFR1PW6UE0JKLKL,4.038671,46.015545,4,22000
FRFR1PU31Z1HOZPX,1.603901,50.696349,2,22000
FRFR1PB22E6IS6IJ,1.597708,50.403398,2,22000
FRFR1PIHAJCZDFMR,2.521722,50.4716,2,22000
FRFR1PGAWWXDWFLV,2.587546,50.49208,4,22000
FRFR1PEK78LCBFCD,6.322374,46.912927,2,22000
FRFR1PLN5OWH3GTB,5.596176,47.448623,2,22000
FRFR1PZTLVGGZQED,5.919506,46.74786,2,22000
FRFR1PTBJUNGUIF2,4.496269,46.76139,6,22000
FRFR1PEJ3VU4RK0Z,6.06219798,47.26412714,2,22000
FRFR1PT1YNAOAES4,5.828736,47.187291,4,60000
FRFR1PIQU4R0ABMI,5.489837,47.082347,2,22000
FRFR1PANGLOIZOWH,2.35979106,48.74394366,5,7000
FRFR1POFKMB5RFSB,2.35444583,48.74925557,10,7000
FRFR1PR4WEY17BTP,2.359391,48.745383,28,3000
FRFR1PCOGUCWXIEI,2.35916126,48.74516052,4,22000
FRFR1PTXYSYT,2.35582,48.7465,2,22000
FRFR1PSRXQZC,2.3543,48.7458,4,22000
FRFR1PNWJ7TJ2XQR,2.35486794,48.74622726,6,7000
FRFR1PAKXCVB,2.35306,48.7436,6,7000
FRFR1PFBYYXG,2.35377,48.7481,6,22000
FRFR1PWMESPU,2.35005,48.7419,4,22000
FRFR1PEZAQZ9UH8K,2.35876131,48.74384815,2,22000
FRFR1PPO7VTHEJBJ,2.35261828,48.74300597,8,7000
FRFR1PNIIDOH4EFD,2.35813,48.7467,8,7000
FRFR1PW8NSPQCMF8,0.60437868,44.19037435,6,22000
FRFR1PNZ5AHMP1BV,2.52857245,48.84490787,2,22000
FRFR1PWG8RNRAOA1,-1.5312669,49.21197641,3,22000
FRFR1PWTDGKNH6AA,2.72069789,50.63525212,6,22000
FRFR1PAERRQIG8TN,4.40689934,44.61638549,4,22000
FRFR1PRZMEWGYXIY,4.7523946,46.18586958,2,22000
FRFR1PKM8GM7ATSN,6.02937,46.263818,4,22000
FRFR1PDVAXW5HCGW,6.18482067,48.64713115,8,7000
FRFR1PG7D91ZNMHR,5.43499931,43.28402011,4,11000
FRFR1PHRWXYL,1.87375,48.8936,1,22000
FRFR1PTRCBSB,6.84058,43.6979,2,22000
FRFR1PAKZKLJ5ISV,-0.38644165,43.36181463,6,22000
FRFR1PGDFCGE3FAO,5.42649482,43.29657762,2,22000
FRFR1PXNENEJQFNF,6.61702,44.6615,2,22000
FRFR1PEXGSD0N3H2,7.07039204,49.10701789,4,22000
FRFR1PHUO4UYLRZ6,4.71373892,45.9858627,2,22000
FRFR1PEQOI2FVJKI,2.868463,48.946306,4,43000
FRFR1PZTZRSG,6.62611,49.0529,2,22000
FRFR1PBTEAKY,2.35927,48.7443,2,22000
FRFR1PGII6F3OBUX,6.449587,43.532474,2,22000
FRFR1POTIU7I3VVW,3.45245219,43.61737466,2,22000
FRFR1PL5VJA9PLOF,0.98865039,45.66025517,5,22000
FRFR1PGMKXTSAABQ,2.84526556,42.66333802,4,22000
FRFR1PTEKGN2NYYP,-3.29586834,48.62320433,1,22000
FRFR1PPVB2J2HEHR,2.50889736,48.92885447,2,22000
FRFR1POZNIDWLXDO,2.997,42.6065,2,22000
FRFR1PJ0TOR4JKAG,6.219877,43.616781,2,22000
FRFR1PRKIXOAPMW8,3.883309,43.606377,2,22000
FRFR1PUR6Z3WPAH1,7.14258278,48.04076238,6,22000
FRFR1PUR6Z3WPAH1,7.14264016,48.0407261,6,22000
FRFR1PI6PHLSC2S6,-1.35021886,46.95692654,4,22000
FRFR1PHR010KHJWD,-0.030098,43.769336,2,22000
FRFR1PKCALTA6R9C,4.83762445,47.01736159,4,22000
FRFR1PN4CQ41LAFG,6.61906492,45.85932994,6,7000
FRFR1PYQUK3HWUQM,4.74974182,45.78160822,2,22000
FRFR1PGSIMII44WZ,3.091863,45.78029,2,7000
FRFR1PSXIAVCPQMS,3.66641541,49.46825563,4,22000
FRFR1PRJEPQK,-2.04393,48.4501,2,7000
FRFR1PJDCSTE,5.78531,43.2498,2,7000
FRFR1PARF6FRWSZ6,7.31206103,48.09960583,6,7000
FRFR1PXWHJ7GPLUQ,6.870604,48.072849,5,22000
FRFR1PGX0S6HFHSI,7.297844,48.166445,2,22000
FRFR1PWSHTHJSG61,7.43373965,48.09236037,16,7000
FRFR1PYIQW3O95EW,6.77615,45.46779,3,7000
FRFR1PX0KAYOBXRZ,5.65746865,45.24507897,2,22000
FRS56PEKLYRW,-2.13333,47.8178,2,18000
FRFR1PN7CMCZKXED,-1.31707683,46.18655661,6,22000
FRFR1PYEVZGBQW8O,2.8066987,48.87171566,6,7000
FRFR1PB3IBLOQRWG,5.919372,46.537886,1,22000
FRFR1PPGHLVV2XSS,5.55611542,45.04765628,2,22000
FRFR1PJYQST9D00N,5.83278305,45.13686827,2,22000
FRFR1PLJS7NW956Z,5.76242327,45.21069827,4,22000
FRFR1PASYWTL,2.37998112,48.89706454,6,22000
FRFR1PXSCWYL,2.3624,48.9046,4,7000
FRFR1PMPQTMN,2.37188056,48.90376471,2,7000
FRFR1PXLPLHU,2.3682,48.9034,7,7000
FRFR1PVCJWZZ6OLJ,2.36821393,48.90413143,2,22000
FRFR1PQOS8EYYCTL,0.36597,49.760985,8,22000
FRFR1PFRESNESCERIS,2.33047,48.7555,9,7000
FRFR1PHDQRXKN1N0,2.368547,48.903675,4,7000
FRFR1PRJDZKR,2.36208,48.9039,4,22000
FRFR1PFVCJPT,2.36463848,48.90400096,4,7000
FRFR1PU1DFZSVSVG,3.23518,45.56136,3,7000
FRFR1PJ17WV9RWME,6.1525197,48.64828872,2,22000
FRFR1PNDOJ4662KH,5.88935,50.50677,1,11000
FRFR1PZ6FDZYEANJ,6.584135,45.296859,1,22000
FRFR1PS7OUF5KWNV,1.41340377,43.54042536,1,22000
FRFR1PAGOI4WEQ4K,-2.76673,48.4924,2,22000
FRFR1PRTZPPN1BPO,3.83550402,43.64251785,2,22000
FRFR1PWGU09TC7OO,4.806072,45.730848,2,22000
FRFR1PWYZVCJ7RTY,5.569035,50.598908,4,22000
FRFR1PUUGQOG3Q0H,2.137653,49.046195,3,22000
FRFR1PPAR6SVC8CT,1.97879207,43.45844847,2,22000
FRFR1PFWNUUR,2.09649,49.4552,4,11000
FRFR1PJNNF0FAFIC,55.46813475,-21.3289361,8,22000
FRFR1PJNNF0FAFIC,55.46816129,-21.3289489,8,22000
FRFR1PJNNF0FAFIC,55.4681296,-21.3289561,8,22000
FRFR1PJNNF0FAFIC,55.46814331,-21.3289464,8,22000
FRFR1PJNNF0FAFIC,55.46817615,-21.3289264,8,22000
