id_station_itinerance,consolidated_longitude,consolidated_latitude,nbre_pdc,puissance_nominale
FRS12P12023001,2.523628,43.945734,2,22000
FRS30P30085001,4.479423,43.953671,2,22000
FRS66P66171003,3.0374403,42.6199044,1,43000
FRS12P12231001,3.35956,44.025351,2,22000
FRS12P12145003,3.078307,44.099665,2,22000
FRS30P30305001,4.156004,44.171065,2,18000
FRS81P81288001,2.06719,43.45049,2,18000
FRS65P65481001,0.10111,42.90314,2,18000
FRS66P66096001,2.656196,42.768422,2,22000
FRS66P66147001,1.825628,42.547989,2,22000
FRS66P66228001,2.800835,42.69298,2,22000
FRS81P81120001,2.26209,43.53763,2,22000
FRS11P11076005,1.957207,43.294769,2,22000
FRS30P30349001,4.098159,43.870869,2,60000
FRS65P65440002,0.074886,43.231295,4,18000
FRS46P46170001,1.900449,44.785877,2,36000
FRS12P12162001,2.439235,44.341932,2,22000
FRS81P81051001,1.909156,43.982309,2,18000
FRS66P66004002,2.071624,42.574565,2,22000
FRS46P46160002,2.079062,44.799145,2,36000
FRS09P09107001,1.799727,43.026115,2,22000
FRS30P30006002,4.20544,43.690733,2,60000
FRS30P30191001,4.668442,44.131576,2,22000
FRS65P65226001,0.00135,43.23392,2,18000
FRS30P30128002,4.34334,43.73203,2,22000
FRS34P34245001,2.9462719,43.4196989,2,22000
FRS30P30249001,4.231953,43.807424,2,18000
FRS34P34926001,3.979512,43.547771,2,22000
FRS34P34296001,4.0564889,43.7623056,2,22000
FRS65P65433001,0.09745,43.21414,2,18000
FRS66P66016002,3.133025,42.480958,1,50000
FRS66P66118001,2.677091,42.749804,2,22000
FRS66P66107001,2.590902,42.809814,2,22000
FRS66P66180002,2.990144,42.775461,2,22000
FRS66P66210001,2.758637,42.634403,2,22000
FRS11P11379001,2.9794444,43.0291667,2,18000
FRS34P34341001,3.6022194,43.5001917,2,22000
FRS34P34032001,3.2244361,43.3475167,2,22000
FRS11P11123001,2.5652778,42.8616667,2,18000
FRS30P30334001,4.41956,44.008907,2,22000
FRS81P81092001,1.9380355,43.6743646,2,22000
FRS12P12281001,2.000405,44.381135,2,22000
FRM31P31555026,1.432979,43.594704,2,22000
FRS12P12295001,3.057102,43.95694,2,22000
FRS81P81139002,2.12989,43.703341,2,22000
FRS66P66171004,3.0370999,42.6228249,2,43000
FRS34P34301003,3.694225,43.4064528,2,22000
FRS81P81043001,1.958829,43.78274,2,22000
FRS34P34192003,3.9333423,43.529159,2,22000
FRS30P30286001,4.448694,43.993314,2,18000
FRS30P30133006,4.139385,43.535461,2,22000
FRS11P11018001,2.21,43.2008333,2,18000
FRS11P11055001,2.3508333,42.8758333,2,22000
FRS11P11069002,2.395041,43.2214086,2,18000
FRS81P81219001,2.013793,43.570818,2,18000
FRS81P81004007,2.139637,43.927641,2,22000
FRS81P81014001,2.564849,43.565383,2,18000
FRS81P81010001,2.377344,43.944728,2,22000
FRS81P81060002,2.153554,44.048028,2,18000
FRS81P81163001,2.37865,43.490329,2,18000
FRS81P81303001,2.478711,43.944392,2,18000
FRS81P81311001,2.192459,43.727851,2,18000
FRS66P66028001,2.934959,42.680093,2,22000
FRS66P66065001,2.974078,42.601531,2,22000
FRS66P66141001,2.920036,42.743605,2,22000
FRS81P81039001,1.908246,43.751908,2,18000
FRS81P81140001,1.815544,43.699099,2,18000
FRS81P81192001,2.859837,43.683063,2,18000
FRS66P66175001,2.921601,42.544016,2,22000
FRS66P66164001,2.869745,42.767498,2,22000
FRS65P65188001,-0.01092,42.73524,2,18000
FRS65P65251001,0.07183,43.20586,2,18000
FRS46P46073001,1.646001,44.400974,2,36000
FRS34P34301004,3.661307,43.398156,2,22000
FRS34P34301005,3.708079,43.420409,2,22000
FRS30P30189009,4.362859,43.817144,2,22000
FRS11P11262009,2.9998727,43.1859741,4,22000
FRS66P66016001,3.126338,42.481541,2,22000
FRS34P34162001,3.4829944,43.4804639,2,22000
FRS65P65405001,0.27986,43.08602,2,18000
FRS66P66053001,3.083424,42.526063,4,22000
FRM31P31555001,1.456444,43.610111,4,22000
FRS81P81099001,1.897107,43.900986,2,22000
FRS65P65440008,0.06761,43.23403,2,18000
FRS65P65460001,0.05527,43.38707,2,18000
FRS66P66106001,2.809221,42.489883,2,22000
FRS11P11322001,2.9536111,42.9930556,2,22000
FRS30P30009001,3.439203,43.966024,2,18000
FRS30P30012001,4.680842,43.888976,2,18000
FRS30P30141001,4.655031,44.104668,2,18000
FRS30P30278001,4.69815,44.052993,2,18000
FRS34P34114002,3.5425889,43.6508417,2,22000
FRS34P34111001,3.7105006,43.9331066,2,22000
FRS11P11367002,2.1688889,43.3616667,2,22000
FRS34P34281001,3.5193472,43.5296611,2,22000
FRS65P65407001,0.58943,43.01893,2,18000
FRM34P34088001,3.727598,43.553366,2,22000
FRS11P11021002,2.2286111,42.8030556,2,18000
FRS34P34211001,3.0622861,43.5787417,2,22000
FRS34P34324001,3.2926917,43.2474833,2,22000
FRS46P46066001,1.224648,44.645156,2,36000
FRM31P31555022,1.424044,43.573745,2,22000
FRS81P81004010,2.135375,43.931539,2,36000
FRS48P48074001,3.353986,44.245107,2,18000
FRS34P34010001,3.585143,43.687408,2,22000
FRS12P12094001,2.56613,44.64573,2,22000
FRS46P46042003,1.443386,44.455737,2,36000
FRS46P46224001,1.413957,44.467063,2,36000
FRS81P81276001,1.687957,43.9065,2,18000
FRS81P81045001,1.939148,44.066297,2,50000
FRADPP93073015,2.563847,49.003333,16,22000
FRADPP77294001,2.610949,49.0076438,8,24000
FRADPP77282001,2.541442,49.01387,20,7000
FRADPP77294002,2.605804,49.005505,20,7000
FRADPP91479012,2.367183,48.728622,4,14000
FRADPP91479011,2.363758,48.733494,9,24000
FRADPP77291005,2.577444,49.004299,6,14000
FRADPP91479010,2.361623,48.729836,8,7000
FRADPP91479016,2.36904,48.729862,2,14000
FRADPP77291003,2.568567,49.003583,16,7000
FRADPP77291004,2.576883,49.00444,1,7000
FRS65P65465001,0.32667,42.825605,2,22000
FRS81P81132001,2.038704,43.642379,2,43000
FRS65P65017001,0.161238,42.785202,2,22000
FRS81P81117001,2.00501,43.801844,2,22000
FRP07P57463007,6.1847395,49.1141163,2,3400
FRS34P34175001,3.3611944,43.6171393,2,22000
FRS46P46192001,1.577311,44.877221,2,22000
FRS66P66222001,2.388508,42.546486,2,22000
FRS34P34203001,3.5104278,43.4023556,2,22000
FRS66P66171001,3.0334705,42.6402072,4,24000
FRS66P66188001,2.118786,42.49366,2,22000
FRS81P81124002,2.6930136,43.7070549,2,18000
FRS65P65286010,-0.046436,43.093055,2,22000
FRS12P12301001,2.032541,44.438633,2,50000
FRS65P65129001,0.50553,43.29509,2,18000
FRS66P66224001,2.985779,42.728076,2,22000
FRS34P34299001,3.2799056,43.2849,2,22000
FRS66P66164002,2.876438,42.768102,2,22000
FRS66P66009001,2.636505,42.457564,2,22000
FRS30P30344002,4.223571,43.742161,2,18000
FRS66P66198001,2.442659,42.726042,2,22000
FRS65P65440012,0.078039,43.233254,2,22000
FRS12P12214001,2.922443,44.591165,2,22000
FRS46P46088001,1.360488,44.471189,2,36000
FRS11P11192001,2.0430556,43.295,2,18000
FRS34P34301001,3.6999528,43.4019778,2,22000
FRS81P81131001,1.990086,43.898641,2,18000
FRS81P81220001,1.722247,43.8193037,2,18000
FRS65P65295002,-0.01095,42.86302,2,18000
FRS30P30223001,4.14962,44.183504,2,18000
FRS66P66182002,3.035791,42.732786,2,22000
FRS81P81140002,1.814654,43.698345,2,18000
FRS66P66024001,2.832321,42.526431,2,22000
FRS30P30034002,4.497933,43.752648,2,18000
FRS12P12036001,2.68449,44.830546,2,22000
FRS81P81104001,1.773825,43.764927,2,22000
FRM31P31555027,1.408616,43.616495,2,22000
FRS46P46042004,1.427474,44.467785,1,150000
FRS81P81088001,2.254342,43.830759,2,22000
FRS81P81270001,1.971471,43.548043,2,22000
FRS12P12202002,2.57079,44.363862,2,22000
FRS81P81235001,2.2047032,43.532832,2,22000
FRS30P30217002,4.691793,43.976553,2,22000
FRS66P66012001,2.8219595,42.701156,2,22000
FRS12P12172001,2.663497,44.612462,2,22000
FRS30P30189023,4.340157,43.813669,2,60000
FRS65P65320001,0.107869,43.125721,2,22000
FRM31P31555025,1.450576,43.587955,2,22000
FRS30P30126001,4.313053,43.993842,2,22000
FRS12P12061001,2.8835,44.509409,2,22000
FRS81P81093001,2.03371,43.88739,2,22000
FRS12P12220001,3.13733,43.983214,2,22000
FRS65P65258001,0.413331,43.111736,2,22000
FRS65P65258002,0.383366,43.126804,2,22000
FRS12P12216001,2.813666,44.517098,2,22000
FRS30P30206001,4.42032,43.90972,2,22000
FRADPP91479015,2.366988,48.729465,2,14000
FRS66P66136001,2.857805,42.6706042,1,100000
FRS09P09004001,1.691165,42.7247977,1,24000
FRM34P34270003,3.844691,43.559646,2,22000
FRS34P34127001,4.071525,43.65125,2,22000
FRS46P46309001,1.479855,44.89512,4,50000
FRS81P81003001,2.464155,43.88747,2,36000
FRM31P31022001,1.429702,43.669687,2,22000
FRM31P31555008,1.492328,43.586913,2,22000
FRS12P12056002,2.4324695,44.2772464,2,22000
FRS12P12063001,3.153192,44.009157,2,22000
FRS12P12174001,2.5555,44.33767,2,22000
FRS34P34183001,3.1266111,43.2890833,2,22000
FRS12P12253001,2.7891433,44.1823809,2,22000
FRS48P48031001,3.045875,44.771602,2,18000
FRM34P34169001,3.8768933,43.6840783,2,22000
FRS34P34063001,3.3670111,43.5091667,2,22000
FRS11P11115001,2.2861111,43.3702778,2,18000
FRS48P48027001,3.737745,44.490574,2,18000
FRS11P11262003,3.015278,43.179167,2,22000
FRS30P30007006,4.079882,44.112051,2,22000
FRS30P30189019,4.344803,43.837972,2,22000
FRS30P30258001,4.430142,43.674986,2,18000
FRS34P34114001,3.5467861,43.649675,2,43000
FRS34P34255001,3.8146944,43.6794444,2,43000
FRS46P46015001,2.158341,44.667943,2,36000
FRS30P30274001,4.10439,44.175194,2,18000
FRS11P11024001,2.9897222,43.1225,2,18000
FRS12P12006002,2.254849,44.454889,2,22000
FRS46P46083001,1.51789,45.019445,2,22000
FRS46P46022001,1.19155,44.465116,2,22000
FRS81P81233001,2.263368,43.800178,2,22000
FRS81P81092002,1.90583,43.70179,2,22000
FRS34P34199001,3.4098833,43.4601861,2,150000
FRS11P11091001,2.006944,42.983333,2,18000
FRS11P11115002,2.2861111,43.3710083,2,18000
FRS11P11202003,3.0316667,42.935,2,18000
FRS11P11266002,3.037607,43.021985,2,22000
FRM31P31555021,1.453285,43.584902,2,22000
FRS65P65258005,0.385003,43.125791,1,22000
FRM31P31163001,1.60037,43.596825,2,22000
FRS09P09246001,1.279369,42.993833,2,22000
FRS11P11262010,2.9665768,43.1561619,2,22000
FRS65P65286007,-0.03067,43.11171,2,18000
FRS34P34031001,3.425018,43.357625,2,22000
FRS66P66037001,3.031465,42.69575,2,22000
FRS30P30155001,4.472747,43.820281,2,18000
FRS09P09306001,1.603945,42.845215,2,22000
FRS30P30255002,4.21542,43.95123,2,22000
FRS34P34255002,3.807043,43.693754,2,22000
FRM31P31150001,1.326792,43.649984,2,22000
FRS81P81257001,2.211207,43.949214,2,18000
FRS65P65286001,-0.04766,43.09328,2,18000
FRS66P66011001,2.892729,42.606292,2,22000
FRS66P66069001,2.836029,42.775458,2,22000
FRS66P66182001,3.025098,42.730355,2,22000
FRS66P66196001,2.950218,42.530353,2,22000
FRS81P81004001,2.13705,43.926755,2,22000
FRS81P81217001,1.711812,43.992691,2,18000
FRS81P81227001,2.290699,43.663443,2,18000
FRS81P81325001,2.176141,43.553589,3,22000
FRS12P12092001,2.614976,44.109502,2,22000
FRS46P46102003,2.030331,44.613342,2,22000
FRS34P34403002,4.129686,43.671436,2,22000
FRS34P34344004,4.090311,43.55724,2,22000
FRS09P09042002,1.468311,43.022679,1,24000
FRS81P81273002,2.1447372,43.5831887,1,24000
FRS09P09032003,1.8126627,42.7007884,1,24000
FRS11P11202001,3.0244444,42.9113889,1,100000
FRS81P81314001,2.581712,43.736957,2,18000
FRS11P11266003,3.064333,43.013972,2,22000
FRS66P66125002,2.291669,42.560426,2,22000
FRS12P12101001,2.24336,44.604559,2,22000
FRS12P12062001,2.930173,44.129749,2,22000
FRS11P11433001,2.464083,43.315408,2,18000
FRS81P81076001,1.884334,43.569301,2,18000
FRS81P81140003,1.813293,43.70339,2,18000
FRS34P34210001,3.5274722,43.5881806,2,22000
FRS66P66046001,2.376073,42.81216,2,22000
FRS30P30133002,4.130392,43.543835,2,22000
FRS30P30178001,4.753604,44.074844,2,18000
FRS30P30348001,4.13826,44.050695,2,18000
FRS65P65025003,-0.10043,43.00925,2,18000
FRM31P31149001,1.335265,43.611394,2,22000
FRS30P30019001,4.147536,43.753166,2,18000
FRS30P30189015,4.361264,43.833336,2,22000
FRS30P30321001,4.0878465,43.7848614,2,22000
FRS30P30341001,4.274128,43.695092,2,22000
FRS34P34141001,2.6347361,43.3171722,2,22000
FRS81P81004006,2.138264,43.919878,2,22000
FRS34P34277001,3.5185639,43.8453028,2,22000
FRS34P34284001,2.7587417,43.4878583,2,22000
FRS34P34310001,3.1680028,43.4219417,2,22000
FRS34P34320001,3.7213826,43.669125,2,22000
FRS11P11288001,2.2689445,43.2538604,2,22000
FRS11P11129001,2.2157753,42.9351573,2,22000
FRM34P34198001,3.9394,43.579516,2,22000
FRM34P34057005,3.905598,43.6258069,2,22000
FRS65P65340002,0.10687,43.26782,2,18000
FRS11P11069003,2.39402,43.221676,2,18000
FRS09P09032001,1.840973,42.720458,2,22000
FRP07P47001001,0.620524,44.204235,2,7000
FRP07P95210002,2.3034584,48.9669484,1,7000
FRS30P30007007,4.097538,44.147637,2,18000
FRS30P30147001,4.051491,44.017089,2,18000
FRS30P30311001,3.951828,43.941808,2,18000
FRS65P65282002,0.407987,42.799326,2,18000
FRS09P09122003,1.60735,42.971553,2,50000
FRS09P09282002,1.574398,43.234776,2,22000
FRS48P48094001,3.174038,44.309149,2,36000
FRS48P48095002,3.499025,44.519366,2,50000
FRS09P09124001,1.406907,43.175138,2,22000
FRS09P09261001,1.143249,42.984822,2,22000
FRS09P09324001,1.6292,43.0421,2,22000
FRS12P12077001,3.178723,43.900393,2,22000
FRS12P12096001,2.760866,44.520936,2,22000
FRS12P12110001,2.581977,44.605114,2,22000
FRS12P12114001,2.358162,44.629001,2,22000
FRS12P12138001,2.465482,44.471815,2,22000
FRS12P12168001,3.30203,44.023005,2,22000
FRS12P12266001,2.834751,44.295603,2,22000
FRS48P48009001,3.284766,44.721756,2,18000
FRS48P48013001,3.548454,44.536126,2,18000
FRS48P48014001,3.662244,44.507266,2,18000
FRM34P34259001,3.76798,43.628736,2,22000
FRS12P12056001,2.432632,44.277246,1,50000
FRM31P31555019,1.432756,43.64743,2,22000
FRM34P34058001,3.974736,43.671361,2,22000
FRS11P11267001,2.833321,43.181163,2,22000
FRS30P30014001,4.374356,44.000128,2,18000
FRS30P30020001,4.312345,43.75698,2,18000
FRS30P30189016,4.337526,43.810773,2,22000
FRS34P34001001,3.2961194,43.44885,2,22000
FRS81P81289001,2.120288,43.560844,2,36000
FRS66P66048001,3.1654519,42.4414319,2,22000
FRS11P11206001,2.21861,43.0505556,1,50000
FRP07P58194002,3.1633665,46.9893537,2,7400
FRS48P48137001,3.496259,44.47783,2,18000
FRS48P48156001,3.171819,44.47887,2,18000
FRS46P46063001,1.351797,44.268883,2,36000
FRS81P81163004,2.384266,43.50005,2,36000
FRS09P09194001,1.875788,43.085014,2,22000
FRP07P33063005,-0.5469292,44.8221171,2,7000
FRS09P09282001,1.574345,43.239875,2,22000
FRS12P12100001,2.307044,44.542629,2,22000
FRS34P34128001,3.7210722,43.9266611,2,22000
FRM34P34172015,3.9113923,43.615422,2,22000
FRS11P11049002,2.1116667,43.2438889,2,18000
FRS11P11069011,2.353489,43.230586,2,22000
FRS30P30340001,4.578673,44.005697,2,18000
FRS30P30117001,4.611871,43.69068,2,18000
FRS30P30103001,4.65198,43.929431,2,18000
FRS30P30189010,4.372324,43.846372,2,22000
FRS48P48140001,3.273261,44.80288,2,18000
FRS81P81204001,2.35399,43.52005,2,18000
FRS30P30189013,4.357499,43.840407,2,22000
FRS66P66205001,2.744888,42.814398,2,22000
FRS09P09185001,1.678032,43.24959,2,22000
FRS48P48104001,3.047215,44.661446,2,18000
FRM31P31506001,1.537738,43.550357,2,22000
FRS11P11081001,2.5255556,43.3263889,2,18000
FRS11P11295001,2.9219444,43.0577778,2,18000
FRS30P30051001,4.010164,44.2249,2,18000
FRS30P30263001,3.854245,43.963729,2,18000
FRS34P34074003,3.0499291,43.4493906,2,22000
FRS34P34224001,3.2339931,43.4579734,2,22000
FRP07P77284001,2.8744376,48.9574218,4,7000
FRS48P48099001,3.264576,44.524797,2,18000
FRS81P81201001,2.234516,44.08009,2,36000
FRM34P34172023,3.9106833,43.60398,4,22000
FRS11P11262002,2.992752,43.174313,2,18000
FRS30P30034001,4.51538,43.755585,2,18000
FRS30P30151001,4.362533,44.150222,2,36000
FRS12P12148001,2.227423,44.474188,2,22000
FRS46P46184001,1.194853,44.665432,2,36000
FRS09P09012001,1.731632,42.790264,2,22000
FRS12P12208001,2.881541,43.956701,2,22000
FRM34P34090001,3.936007,43.6391002,2,22000
FRS11P11353001,2.9180261,43.2476819,2,18000
FRS30P30022001,4.012578,44.347197,2,18000
FRS30P30174001,4.380829,44.028009,2,18000
FRS46P46089001,1.081781,44.516632,2,36000
FRS81P81308001,2.402047,44.020266,2,18000
FRM31P31069001,1.371305,43.655683,2,22000
FRM34P34022002,4.007816,43.654342,2,22000
FRS11P11090001,2.2486111,43.1038889,2,18000
FRS30P30243001,4.07808,44.083217,2,18000
FRS30P30284001,4.083388,44.16146,2,18000
FRS48P48080001,3.857796,44.727755,2,22000
FRM31P31184001,1.56264,43.594656,2,22000
FRS09P09225001,1.614939,43.115495,2,22000
FRS09P09285001,1.203,42.864,2,22000
FRS12P12006001,2.682037,44.131348,2,22000
FRS12P12057001,2.529828,44.167748,2,22000
FRS12P12120001,2.824851,44.379541,2,22000
FRM31P31555013,1.431897,43.609282,2,22000
FRS09P09265001,1.6274,43.0866,2,22000
FRS12P12237001,3.11037,44.445195,2,22000
FRS09P09206001,1.795209,42.895385,2,22000
FRS09P09167002,1.349107,43.274894,2,22000
FRS48P48051001,3.923476,44.245127,2,18000
FRS48P48088001,3.320673,44.300836,2,18000
FRS48P48092001,3.287478,44.554172,2,18000
FRS48P48198001,3.93345,44.435565,2,18000
FRS12P12120002,2.823456,44.38407,1,50000
FRS30P30007008,4.111074,44.117257,2,36000
FRS09P09157001,1.866233,42.968805,2,22000
FRS09P09176001,1.760866,42.761573,2,22000
FRS11P11034001,2.0969444,43.1238889,2,18000
FRS11P11360001,2.9066473,43.2643589,2,22000
FRS30P30217001,4.695898,43.974339,2,18000
FRS11P11397002,2.4447222,43.2088889,2,18000
FRS30P30138001,4.246723,43.805101,2,18000
FRS30P30200001,3.857615,43.893574,2,18000
FRS30P30336001,4.627732,43.851562,2,18000
FRS34P34069001,3.1118,43.3869028,2,22000
FRM34P34129004,3.934513,43.582498,2,22000
FRM34P34022001,4.000123,43.653435,2,22000
FRY01P78643001,1.983167,48.972015,2,22000
FRY01P78401001,1.91018,49.005241,2,22000
FRY14P78396001,2.1217389,48.939625,2,22000
FRY23P78442001,1.903375,48.81281,4,22000
FRP07P59350004,3.0222322,50.6334804,5,7000
FRM29P29019002,-4.482921,48.387238,2,22000
FRM29P29061002,-4.465623,48.450323,2,22000
FRM31P31149004,1.3316457,43.6121972,2,7000
FRY01P78118003,1.671377,48.979633,2,22000
FRY11P78321003,1.900818,48.802324,4,22000
FRM29P29011001,-4.514,48.426173,2,22000
FRY24P78455001,2.067053,48.842338,2,22000
FRY01P78172002,2.11628,49.005157,2,22000
FRY03P78418001,2.1512401,48.9069643,2,22000
FRY03P78551001,2.0625363,48.8871856,2,22000
FRY05P78092005,2.139219,48.862525,2,22000
FRY14P78396002,2.12306,48.92778,2,22000
FRY28P78615001,1.934185,48.841843,2,22000
FRY15P78502003,2.1096407,48.8849161,2,22000
FRY01P78403001,1.8864583,48.9994083,2,22000
FRTLSP31555024,1.442154,43.61071,4,22000
FRV07P72264002,-0.336371,47.840354,2,36000
FRBE1P01303001,5.405706,46.085719,2,22000
FRY01P78327002,1.845307,48.992426,2,22000
FRG38P17094001,-1.0893846,46.0598204,3,50000
FRP07P77284003,2.8868916,48.956121,2,7000
FRY01P78033001,1.8436333,48.9287861,2,22000
FRTLSP31555014,1.4484,43.5842,4,22000
FRG29P91086002,2.36203,48.601,6,22000
FRTLSP31555044,1.441341,43.595963,4,22000
FRC01P76231002,1.006577,49.284811,2,22000
FRY01P78118002,1.664396,48.990017,2,22000
FRGMOP44210001,-2.209147,47.300079,2,22000
FRBE1P14754002,-0.0059983,49.3235029,2,22000
FRTLSP31555003,1.42404,43.60904,4,22000
FRBE1P14754001,0.0073278,49.3276253,2,22000
FRTLSP31555004,1.43099,43.60593,4,22000
FRTLSP31555049,1.4528746,43.5821789,4,22000
FRTLSP31555051,1.4835,43.60654,4,400000
FRS81P81124001,2.6928903,43.7073294,2,36000
FRY32P78089001,1.581932,49.037502,2,22000
FRV17P15138001,2.866944,45.110582,2,50000
FRY20P78372002,2.096699,48.86836,2,22000
FRV07P72264004,-0.332862,47.840883,2,36000
FRBE1P30189001,4.3570235,43.8432256,5,22000
FRY01P78624001,2.005921,48.980431,2,22000
FRP07P77284002,2.8792032,48.9539512,2,7000
FRV18P13028003,5.608655,43.19053,4,22000
FRY05P78092001,2.132465,48.85421,2,22000
FRS48P48140003,3.277401,44.802823,2,50000
FRS12P12299001,2.704459,44.087296,2,22000
FRS46P46176001,1.838432,44.648273,2,36000
FRY22P78389001,1.8201556,48.7880972,2,22000
FRY36P78133002,2.0384834,48.907109,2,22000
FRY01P78123001,2.024577,48.947636,2,22000
FRY01P78498001,2.042339,48.932545,2,22000
FRM29P29019005,-4.435186,48.388218,2,22000
FRTLSP31555040,1.4503666,43.6039735,2,90000
FRY01P78440002,1.913404,48.989525,2,22000
FRY08P78192001,1.6225278,48.9010139,2,22000
FRV21P31709001,1.3981978,43.6351054,2,22000
FRA51P51649001,4.587745,48.7185,2,22000
FRY01P78327001,1.843938,48.991489,2,22000
FRY20P78372001,2.0993,48.8718806,2,22000
FRY03P78420001,1.81013,48.7777042,2,22000
FRY03P78043001,2.0787585,48.839752,2,22000
FRY03P78382001,2.0620379,48.9963161,2,22000
FRY09P78233001,1.9740389,48.874525,2,22000
FRY01P78440004,1.892769,48.982731,2,22000
FRY01P78498002,2.042993,48.927132,2,22000
FRM38P38185020,5.723815,45.18895,1,22000
FRM38P38317001,5.703982,45.13755,4,22000
FRM38P38185006,5.710719,45.19574,1,22000
FRH14P59309002,2.58696,50.98144,1,3700
FRSIPP94028013,2.4568423,48.7839995,1,22000
FRH14P59453001,2.51196,50.838903,1,3700
FRH14P59423001,2.671506,50.659622,2,3700
FRS12P12164001,2.659809,44.84227,2,22000
FRS11P11049003,2.1158333,43.2430556,2,18000
FRM38P38421001,5.769781,45.1916,1,22000
FRS09P09257001,1.170988,43.127138,2,22000
FRH14P59307001,2.2037,50.85458,1,3700
FRH14P59590001,2.466566,50.651226,1,3700
FRM31P31555006,1.444806,43.597278,2,22000
FRS09P09238001,1.721403,43.093078,2,22000
FRS09P09160002,1.850334,42.935415,2,36000
FRS09P09029001,1.33707,42.789366,2,22000
FRS09P09047001,1.931897,42.904392,2,22000
FRS09P09207001,1.634,42.9337,2,22000
FRS12P12176003,2.58862,44.371276,2,22000
FRS12P12011001,2.662134,44.19092,2,22000
FRS12P12147001,3.02625,43.809643,2,22000
FRS12P12199001,2.288042,44.409681,2,22000
FRS12P12225001,2.983772,44.063806,2,22000
FRS12P12253002,2.788131,44.181652,2,22000
FRS12P12300002,2.039633,44.352393,2,22000
FRS48P48092002,3.292955,44.552034,2,18000
FRS48P48127001,3.479248,44.63366,2,18000
FRS11P11304001,2.1825,42.8736111,1,50000
FRS66P66065002,2.975322,42.598345,2,22000
FRS66P66218001,1.936699,42.462396,2,22000
FRS66P66227001,2.91469,42.637473,2,22000
FRS81P81069001,1.959982,44.061298,2,22000
FRS81P81139001,2.136242,43.704915,2,22000
FRS81P81065002,2.248724,43.601771,2,22000
FRS66P66247001,2.811398,42.607483,2,22000
FRS81P81202001,1.831136,43.798995,2,22000
FRS65P65025002,-0.10288,43.00361,2,18000
FRM34P34087001,3.7146539,43.5511268,2,22000
FRS30P30040001,3.514773,43.902958,2,18000
FRS30P30189022,4.376877,43.8628,2,22000
FRS48P48096001,3.430421,44.180702,2,18000
FRM34P34172011,3.91156,43.605456,2,22000
FRS11P11091002,2.004764,42.980844,2,18000
FRS66P66003001,2.671695,42.473142,2,22000
FRTLSP31555040,1.45026,43.6040701,3,3700
FRM34P34172004,3.8601102,43.583228,2,3700
FRS65P65223001,0.08121,43.18654,2,18000
FRC01P76429002,1.150846,49.40611,2,3700
FRS66P66017001,3.034282,42.788916,2,22000
FRS11P11272001,2.3886111,43.1733333,2,18000
FRS66P66008002,3.046709,42.550209,2,22000
FRS65P65069001,0.38087,43.07855,2,18000
FRS34P34003003,3.4785489,43.313663,2,43000
FRS30P30257001,4.466064,43.876556,2,18000
FRS34P34032005,3.219139,43.339658,2,22000
FRS30P30185001,4.201382,43.737989,2,18000
FRS30P30241001,4.277503,43.967221,2,18000
FRS11P11170002,3.0902106,43.108405,2,18000
FRS11P11254001,2.141944,43.200278,2,18000
FRS30P30003002,4.187629,43.568582,2,22000
FRS30P30033001,4.324886,43.716487,2,18000
FRS30P30036001,4.28713,43.76627,2,18000
FRS34P34219001,2.831273,43.524452,2,22000
FRM38P38185007,5.72151,45.1814,1,22000
FRM38P38185017,5.725525,45.19302,1,22000
FRS11P11076001,1.9527,43.3188889,1,50000
FRM34P34172018,3.869205,43.646765,2,22000
FRS11P11262006,3.011309,43.179919,2,22000
FRS30P30028002,4.618565,44.165267,2,18000
FRS30P30166001,4.563034,43.883266,2,18000
FRS30P30170001,3.587466,43.973546,2,18000
FRS11P11145002,3.1894902,43.1773545,2,18000
FRS11P11069005,2.3522115,43.2101611,2,22000
FRS12P12270001,3.057316,44.323879,2,22000
FRS12P12044001,2.878568,43.823807,2,22000
FRS30P30007001,4.088664,44.118916,2,22000
FRS30P30145001,4.509493,43.915182,2,18000
FRM38P38185004,5.704735,45.2022,1,22000
FRS30P30229001,3.674738,44.028323,1,7400
FRS30P30302001,4.641609,44.061859,1,7400
FRM38P38421002,5.757221,45.19191,1,22000
FRLUMEAUSTERLITZ11,5.02,44.12,2,12000
FRLUMESCIDUSOLEIL11,5.83,43.12,2,12000
FRAU10032,-0.4471530662225864,43.32939290277349,2,22000
FRRM1PRCCCAN01DCPKGCLIENT,7.012604743905726,43.57438496198235,2,50000
FRRM1PRCCNICE01DCPKGCLIENT,7.290915231602582,43.70607256724716,2,50000
FRECHPAJWEYGKBLO,3.792643,43.544202,1,50000
FRECHPTQIKB2EGES,1.86020302,47.97629536,2,50000
FRECHPEDDAPFHUIB,2.14807756,48.63663246,1,50000
FRECHPLBQU7ZYMGE,2.14941564,48.63526571,1,50000
FRECHPNIGDAGWM1A,1.85799259,47.97783712,2,50000
FRECHPNOEX6TB5NN,0.89009025,47.3018069,1,50000
FRECHPMPVNSVYNKU,0.77562629,47.47549395,2,50000
FRECHPWGO23KKK6M,2.24298933,47.09554436,1,50000
FRECHPSQUFKYAOT4,4.723547,44.215608,1,50000
FRECHPCCBH5RMDMJ,1.003932,44.040551,2,50000
FRECHPWW1S2THEZR,4.731155,44.194914,1,50000
FRECHPS75DG1FM4C,2.541936,43.176788,1,50000
